team_id,player_id,name,nationality,position,age,attack,midfield,defence,goalkeeping,pace,shooting,passing,dribbling,defending,physical,value_millions,wage_thousands,potential,is_wonderkid
sheffield_wed,sheffield_wed_barry,Louie Barry,English,LM,24,68,65,45,10,89,68,61,71,29,54,1.4,8,74,false
oxford,oxford_goodrham,Tyler Goodrham,Irish,LM,24,68,67,59,10,73,64,65,69,51,58,1.4,8,74,false
oxford,oxford_spencer,Brodie Spencer,Northern Irish,RB,21,65,62,68,10,80,46,56,63,65,74,1.1,7,76,true
oxford,oxford_mills,Stanley Mills,English,RM,24,68,66,51,10,76,64,63,69,36,59,1.4,8,74,false
leicester,leicester_nelson,Ben Nelson,English,CB,20,62,61,68,10,67,35,55,62,68,71,1,7,74,true
huddersfield,huddersfield_fernandes,Derensili Sanches Fernandes,Holland,RM,24,68,65,53,10,87,60,58,72,38,63,1.4,8,74,false
leicester,wigan_watson,Tom Watson,English,LM,21,68,65,47,10,78,65,62,69,29,56,1.1,7,76,true
oxford,oxford_mcdonnell,Jamie McDonnell,Northern Irish,CDM,24,60,61,67,10,66,51,58,60,66,78,1.4,8,73,false
bradford,bradford_sarcevic,Antoni Šarčević,English,CAM,24,66,67,62,10,49,66,66,68,57,70,1.4,8,73,false
mk_dons,mk_dons_nelson,Curtis Nelson,English,CB,32,63,60,67,10,57,36,51,56,65,79,1.3,7,71,false
bradford,bradford_touray,Ibou Touray,Gambian,LB,24,67,64,65,10,84,50,59,63,58,72,1.4,8,73,false
wycombe,wycombe_grimmer,Jack Grimmer,Scottish,RB,31,65,62,67,10,73,53,57,63,65,75,1.2,7,67,false
luton,luton_naismith,Kal Naismith,Scottish,CB,30,66,66,67,10,53,62,65,62,66,72,1.3,8,68,false
wycombe,luton_woodrow,Cauley Woodrow,English,ST,30,67,66,48,10,54,69,59,65,30,66,1.4,8,69,false
huddersfield,millwall_wallace,Murray Wallace,Scottish,CB,32,61,60,67,10,51,32,52,56,66,74,1.5,9,71,false
wigan,wigan_fox,Morgan Fox,Welsh,CB,31,62,62,67,10,56,42,56,61,67,70,1.3,8,67,false
mk_dons,mk_dons_paterson,Callum Paterson,Scottish,ST,30,66,67,64,10,61,65,61,63,56,81,1.2,7,68,false
oxford,oxford_long,Sam Long,English,RB,30,64,63,67,10,62,46,59,64,67,73,1.1,7,67,false
mansfield,bar2_radlinger,Liam Roberts,English,GK,30,10,11,13,67,67,66,62,67,43,65,2,8,72,false
sheffield_wed,bolton_santos,Ricardo Santos,Cape Verde Islands,CB,30,60,56,67,10,62,39,47,49,65,79,1.7,9,69,false
blackpool,millwall_honeyman,George Honeyman,English,CM,30,67,67,65,10,70,64,68,68,63,70,1.8,10,71,false
huddersfield,huddersfield_harness,Marcus Harness,Irish,RM,24,67,65,58,10,85,62,61,69,49,65,1.4,8,73,false
wycombe,wycombe_onyedinma,Fred Onyedinma,Nigerian,RM,28,67,65,59,10,81,65,61,66,50,71,1.1,7,67,false
stockport,stockport_connell,Eoghan O'Connell,Irish,CB,24,62,58,67,10,58,41,49,54,65,81,1.4,8,73,false
plymouth,plymouth_pleguezuelo2,Pleguezuelo,Spanish,CB,24,62,61,67,10,72,35,57,64,67,70,1.4,8,73,false
peterborough,peterborough_bass,Alex Bass,English,GK,27,10,11,13,67,67,65,65,67,58,65,1.4,8,70,false
mk_dons,stevenage_goode,Charlie Goode,English,CB,30,62,60,67,10,52,37,52,56,66,74,1.3,8,67,false
stockport,bolton_dacrescogley,Josh Dacres-Cogley,English,RB,28,67,65,65,10,90,51,60,66,59,71,1.7,9,68,false
huddersfield,hud_kasumu,David Kasumu,English,CDM,25,63,63,67,10,76,54,59,66,65,78,1,8,74,false
mk_dons,derby_wilson,Kane Wilson,English,RB,24,67,65,65,10,85,52,62,68,59,69,1.8,9,71,false
reading,reading_brown,Jacob Brown,Scottish,ST,24,67,67,57,10,71,67,62,68,47,70,1.4,8,73,false
leyton_orient,leyton_orient_connolly,Aaron Connolly,Irish,ST,25,67,64,43,10,75,68,56,69,27,65,1.5,8,75,false
doncaster,doncaster_may,Alfie May,English,ST,24,67,66,50,10,81,68,62,69,39,71,1.4,8,73,false
blackpool,bar2_williams3,Jordan Williams,English,RB,25,66,64,67,10,76,47,59,65,64,68,2,8,68,false
wycombe,wycombe_casey,Dan Casey,Irish,CB,27,60,57,67,10,47,36,47,52,66,77,1.2,7,67,false
blackpool,cardiff_bowler,Josh Bowler,English,RM,26,67,65,47,10,73,63,62,72,33,50,2.1,10,71,false
oxford,birmingham_dembele,Siriki Dembélé,Scottish,LM,28,67,64,45,10,85,64,58,71,28,54,2.3,11,71,false
luton,luton_baptiste,Shandon Baptiste,Grenadian,CM,27,65,66,67,10,66,57,66,71,67,65,1.1,7,68,false
leyton_orient,leyton_orient_levitt,Dylan Levitt,Welsh,CM,24,67,67,63,10,62,63,68,67,59,60,1.4,8,73,false
huddersfield,ply_parrott,Bali Mumba,English,LB,23,67,67,66,10,83,60,63,68,61,61,1,7,74,false
oxford,oxford_sibley,Louie Sibley,English,CAM,23,66,67,64,10,67,61,66,68,61,64,1.6,9,79,false
plymouth,stevenage_white,Harvey White,English,CDM,23,67,67,65,10,64,62,69,66,63,65,1.4,8,77,false
barnsley,barnsley_connell,Luca Connell,Irish,CDM,24,66,67,66,10,64,57,67,64,61,69,1.4,8,73,false
leyton_orient,ley2_oztumer,Idris El Mizouni,Tunisian,CM,24,66,66,67,10,64,58,64,65,62,73,1,7,74,false
mk_dons,mk_dons_ekpiteta,Marvin Ekpiteta,English,CB,30,58,56,67,10,59,29,48,50,67,75,1.3,8,68,false
bradford,bradford_neufville,Josh Neufville,English,RB,24,67,64,65,10,81,57,59,63,59,71,1.4,8,73,false
huddersfield,huddersfield_balker,Radinio Balker,Surinamese,CB,24,63,60,67,10,77,30,53,60,64,75,1.4,8,73,false
luton,luton_nordas,Lasse Nordås,Norwegian,ST,24,67,65,47,10,76,64,49,63,26,70,1.4,8,75,false
huddersfield,huddersfield_bronkhorst,Ilias Bronkhorst,Holland,RB,24,65,63,67,10,76,51,53,64,62,71,1.4,8,73,false
oxford,millwall_emakhu,Aidomo Emakhu,Irish,LM,21,67,64,53,10,81,63,60,67,41,61,2.2,11,81,false
plymouth,charlton_mitchell,Alex Mitchell,English,CB,23,60,57,67,10,51,35,47,47,66,79,1.9,10,73,false
huddersfield,huddersfield_low,Joe Low,Welsh,CB,24,59,56,67,10,49,29,44,49,65,77,1.4,8,73,false
bradford,bradford_pointon,Bobby Pointon,English,CAM,20,67,65,50,10,77,66,65,70,39,47,1.1,7,75,true
barnsley,barnsley_taylor,Clayton Taylor,Australian,LM,24,67,64,51,10,83,62,58,69,36,64,1.4,8,73,false
sheffield_wed,sheffield_wed_otegbayo,Gabriel Otegbayo,Irish,CB,24,60,56,66,10,60,33,44,58,66,75,1.3,7,73,false
barnsley,barnsley_noslin,Tyrese Noslin,Curaçaoan,RM,24,66,65,66,10,78,55,59,66,61,69,1.3,7,73,false
mansfield,mansfield_mcgoldrick,David McGoldrick,Irish,ST,24,65,66,48,10,46,68,64,66,32,66,1.3,7,73,false
plymouth,plymouth_edwards,Joe Edwards,English,RB,24,66,66,66,10,58,58,63,65,64,70,1.3,7,73,false
mk_dons,mk_dons_mendezlaing,Nathaniel Méndez-Laing,Guatemalan,ST,33,66,66,56,10,78,64,63,67,49,63,1.1,7,67,false
luton,brc_wells,Nahki Wells,Bermudian,ST,35,66,65,52,10,66,67,63,68,43,62,2,10,74,false
wycombe,wyc_williams,Josh Scowen,English,CDM,32,63,65,66,10,53,55,63,65,63,71,1,7,68,false
stevenage,ste_iontton,Jamie Reid,Northern Irish,ST,31,66,65,44,10,73,66,55,65,25,73,1,7,68,false
blackpool,sheffield_wed_ihiekwe,Michael Ihiekwe,English,CB,32,58,55,66,10,53,36,43,51,66,75,1.3,7,70,false
luton,bar2_jha,Devante Cole,English,ST,30,66,63,43,10,84,65,54,66,26,61,2,8,69,false
mk_dons,mkd_gilbey,Alex Gilbey,English,CM,30,66,64,64,10,78,65,62,65,59,80,2,8,67,false
reading,reading_pereira,Joel Pereira,Portuguese,GK,29,10,11,13,66,68,64,63,68,50,63,1.4,8,68,false
stevenage,stevenage_houghton,Jordan Houghton,English,CDM,29,62,63,66,10,54,53,62,60,63,75,1.5,8,69,false
huddersfield,huddersfield_fletcher,Ashley Fletcher,English,ST,24,66,64,50,10,71,65,50,62,33,69,1.3,7,73,false
bromley,brm_pinnock,Mitch Pinnock,English,LM,30,66,65,60,10,75,64,63,63,52,71,2,8,68,false
bradford,bradford_wright2,Joe Wright,Welsh,CB,24,59,58,66,10,32,35,48,52,66,76,1.3,7,73,false
bradford,ipswich_jackson,Kayden Jackson,English,RM,31,66,63,54,10,88,63,58,64,42,59,3,16,68,false
bradford,blackpool_pennington,Matthew Pennington,English,CB,30,60,58,66,10,62,33,56,52,66,74,1.3,7,68,false
huddersfield,huddersfield_gooch,Lynden Gooch,United States,RB,24,66,63,63,10,75,61,62,65,60,73,1.3,7,73,false
bradford,bradford_beesley,Jake Beesley,English,ST,24,66,64,57,10,69,64,50,61,44,75,1.3,7,73,false
bromley,brm_sowunmi,Omar Sowunmi,English,CB,29,57,52,66,10,52,38,39,41,65,80,1,8,67,false
bradford,bradford_phillips,Adam Phillips,English,CM,24,66,65,62,10,72,65,66,66,59,67,1.3,7,73,false
wycombe,wycombe_harvie,Daniel Harvie,Scottish,LB,27,65,63,66,10,73,47,58,62,62,72,1.2,7,67,false
reading,reading_oconnor,Paudie O'Connor,Irish,CB,28,58,55,66,10,34,25,41,48,64,81,1.3,8,67,false
plymouth,millwall_harding,Wes Harding,Jamaican,CB,28,62,60,66,10,68,39,55,59,64,74,2.1,10,71,false
reading,reading_rinomhota,Andy Rinomhota,Zimbabwean,CDM,24,61,60,66,10,79,54,57,64,65,80,1.3,7,73,false
mansfield,birmingham_roberts,Tyler Roberts,Welsh,ST,26,65,66,50,10,71,63,62,70,37,67,2.2,11,71,false
bradford,bradford_humphrys,Stephen Humphrys,English,ST,24,66,65,52,10,75,65,54,66,37,77,1.3,7,73,false
blackpool,blackpool_horsfall,Fraser Horsfall,English,CB,24,59,55,66,10,53,38,44,45,65,81,1.3,7,73,false
huddersfield,huddersfield_mcguane,Marcus McGuane,English,CDM,24,65,66,65,10,75,50,63,68,61,68,1.3,7,73,false
reading,bolton_williams,Randell Williams,English,LM,29,66,65,62,10,84,59,60,67,58,57,1.6,9,67,false
afc_wimbledon,afc_wimbledon_seddon,Steve Seddon,English,LB,27,66,64,65,10,72,55,62,62,61,73,1.2,7,67,false
leyton_orient,bolton_baxter,Nathan Baxter,English,GK,26,10,11,13,66,67,66,62,67,41,66,2.3,11,72,false
mk_dons,rotherham_nombe,Sam Nombe,English,ST,26,66,64,47,10,89,65,54,65,31,70,1.3,8,71,false
stevenage,stevenage_wildin2,Luther James-Wildin,Antiguan,RB,24,65,62,66,10,80,49,54,62,60,74,1.3,7,73,false
wycombe,bolton_morley,Aaron Morley,English,CDM,25,66,66,65,10,68,62,67,65,62,69,2,10,71,false
huddersfield,barnsley_kane,Herbie Kane,English,CM,26,65,66,65,10,58,58,66,67,61,71,1.2,7,68,false
leyton_orient,leyton_orient_mitchell,Demetri Mitchell,Jamaican,LM,28,66,65,61,10,81,60,62,65,56,57,1.3,7,67,false
stevenage,stevenage_kemp2,Dan Kemp,English,CAM,24,66,64,44,10,80,64,63,69,30,44,1.3,7,73,false
mk_dons,mk_dons_wiles,Ben Wiles,English,CM,24,66,65,61,10,71,65,66,67,58,64,1.3,7,73,false
wycombe,wycombe_leahy,Luke Leahy,English,CDM,32,65,66,66,10,55,63,66,60,62,75,1.2,7,67,false
stockport,stockport_diamond,Jack Diamond,English,RM,24,66,64,49,10,89,60,59,66,34,58,1.3,7,73,false
leyton_orient,stockport_olowu,Joseph Olowu,Nigerian,CB,23,59,54,66,10,73,32,42,52,65,75,1.2,7,72,false
plymouth,plymouth_amaechi,Xavier Amaechi,English,RM,24,66,64,48,10,76,62,61,70,34,55,1.3,7,73,false
wycombe,plymouth_hazard,Conor Hazard,Northern Irish,GK,26,10,11,13,66,66,65,63,67,34,65,1.5,8,73,false
wycombe,wycombe_vidigal,André Vidigal,Angolan,LM,24,66,63,45,10,82,62,58,68,28,57,1.3,7,73,false
cambridge,cambridge_watts,Kelland Watts,English,CB,24,62,60,66,10,60,47,55,57,65,77,1.3,7,73,false
blackpool,blackpool_morgan,Albie Morgan,English,CM,25,66,66,62,10,70,58,68,65,57,68,1.1,7,68,false
plymouth,plymouth_ross,Mathias Ross,Danish,CB,24,59,57,66,10,40,32,51,52,66,76,1.3,7,73,false
afc_wimbledon,afc_wimbledon_smith,Alistair Smith,English,CDM,26,65,64,66,10,77,59,60,64,61,84,1.4,8,71,false
blackpool,blackpool_casey,Olly Casey,English,CB,24,57,55,66,10,54,27,45,51,66,72,1.3,7,73,false
stevenage,stevenage_phillips,Daniel Phillips,Trinidad and Tobago,CDM,24,62,62,66,10,75,56,59,62,63,82,1.4,8,74,false
wycombe,wycombe_hagelskjr,Anders Hagelskjær,Danish,CB,28,63,62,66,10,54,48,59,59,65,74,1.3,8,68,false
wycombe,wycombe_boydmunce,Caolán Boyd-Munce,Northern Irish,CDM,25,64,65,66,10,62,58,63,64,64,66,1.4,8,73,false
oxford,oxford_roosken,Ruben Roosken,Holland,LB,24,66,65,66,10,80,44,60,65,59,69,1.3,7,73,false
plymouth,plymouth_sorinola,Matthew Sorinola,English,RB,24,66,66,66,10,76,54,61,66,61,63,1.3,7,73,false
oxford,rotherham_kioso,Peter Kioso,Congo DR,RB,25,64,63,66,10,69,45,58,63,63,68,1.2,7,70,false
mk_dons,mk_dons_sanders,Jack Sanders,English,CB,26,59,56,66,10,47,33,47,47,64,79,1.4,8,71,false
luton,luton_morris,Shayden Morris,English,RM,22,66,63,42,10,91,61,60,67,24,54,1,6,72,false
plymouth,plymouth_mackenzie,Jack MacKenzie,Scottish,LB,24,61,60,66,10,72,26,55,59,63,69,1.3,7,73,false
reading,reading_roberts,Haydon Roberts,English,LB,24,66,65,66,10,73,47,62,64,62,69,1.3,7,73,false
blackpool,exeter_niskanen,Ilmari Niskanen,Finnish,RM,27,66,66,65,10,78,57,63,65,59,71,1.1,7,67,false
stockport,stockport_bate,Lewis Bate,English,CM,24,66,66,63,10,68,58,65,68,60,58,1.3,7,73,false
wycombe,wycombe_taylor,Connor Taylor,English,CB,23,59,56,66,10,57,29,48,49,65,76,1.3,8,75,false
peterborough,blackburn_leonard,Harry Leonard,English,ST,21,66,63,49,10,74,66,51,65,36,62,2.3,11,81,false
sheffield_wed,bol_burstow,Mason Burstow,English,ST,22,66,64,45,10,72,66,56,62,27,67,2,8,78,false
reading,reading_savage,Charlie Savage,Welsh,CM,22,66,66,66,10,56,65,65,62,63,72,1.5,8,80,false
reading,reading_kyerewaa,Daniel Kyerewaa,German,LM,23,66,65,60,10,87,55,60,68,52,63,1.1,7,71,false
stevenage,stevenage_marschall,Filip Marschall,English,GK,22,10,11,13,66,64,65,65,69,20,65,1.3,8,77,false
leyton_orient,leyton_orient_springett,Tony Springett,Irish,RM,24,66,64,58,10,80,60,59,69,51,58,1.3,7,73,false
stockport,sto_thewlis,Ethan Pye,English,CB,26,60,57,66,10,68,32,51,56,66,77,1,5,74,false
huddersfield,huddersfield_taylor,Joe Taylor,Welsh,ST,24,66,63,48,10,86,66,51,67,35,67,1.3,7,73,false
plymouth,plymouth_pepple,Bim Pepple,Canadian,ST,24,66,63,47,10,74,66,47,64,28,76,1.3,7,73,false
barnsley,barnsley_cleary,Reyes Cleary,English,LM,24,66,64,49,10,76,62,63,66,33,70,1.3,7,73,false
plymouth,plymouth_boateng,Malachi Boateng,English,CM,24,63,64,66,10,66,59,63,66,65,73,1.3,7,73,false
luton,luton_marshall,Callum Marshall,Northern Irish,ST,24,66,65,55,10,70,66,55,64,42,74,1.3,7,73,false
bromley,brm_cheek,Michael Cheek,English,ST,33,65,63,52,10,57,66,49,60,36,75,3,10,70,false
bradford,bra_henriksen,Sam Walker,English,GK,33,10,11,13,65,65,63,62,65,42,63,1,7,68,false
bradford,bradford_powell,Nick Powell,English,CM,24,65,65,58,10,62,66,67,67,55,64,1.2,7,72,false
huddersfield,cardiff_alnwick,Jak Alnwick,English,GK,31,10,11,13,65,65,64,63,65,43,65,2.3,11,71,false
mansfield,mansfield_oshilaja,Deji Oshilaja,English,CB,24,63,59,65,10,69,48,53,57,62,79,1.2,7,72,false
doncaster,blackpool_husband,James Husband,English,CB,31,63,63,65,10,61,49,59,62,64,70,1.1,7,68,false
stevenage,ste_reid,Jordan Roberts,English,RM,31,65,64,58,10,79,60,61,64,48,73,1,7,67,false
doncaster,doncaster_pearson,Matty Pearson,English,CB,32,59,55,65,10,46,50,43,49,64,74,1.3,7,68,false
afc_wimbledon,ste_smith2,Dan Sweeney,English,CB,31,60,58,65,10,47,42,51,54,64,75,1,7,67,false
notts_county,not_palmer,Matt Palmer,English,CM,30,65,65,63,10,71,56,65,66,59,69,2,8,69,false
mansfield,mansfield_cargill,Baily Cargill,English,CB,24,63,60,65,10,65,38,56,57,62,78,1.2,7,72,false
bromley,brm_smith,Grant Smith,English,GK,31,10,11,13,65,64,65,63,65,34,63,1,7,70,false
blackpool,bolton_charles,Dion Charles,Northern Irish,ST,29,65,64,53,10,79,64,57,63,42,71,1.7,9,69,false
afc_wimbledon,afc_wimbledon_johnson,Ryan Johnson,Northern Irish,CB,28,57,54,65,10,69,24,44,54,65,74,1.2,7,67,false
mansfield,mansfield_reed,Louis Reed,English,CDM,24,64,65,63,10,59,58,63,65,59,66,1.2,7,72,false
blackpool,blackpool_hamilton,CJ Hamilton,Irish,LM,30,65,64,62,10,85,58,58,64,56,64,0.9,6,69,false
plymouth,plymouth_curtis,Ronan Curtis,Irish,RM,24,65,64,58,10,74,63,60,65,48,73,1.2,7,72,false
afc_wimbledon,wycombe_tilley,James Tilley,English,LB,27,65,65,63,10,76,61,60,65,57,52,1.2,7,67,false
blackpool,burnley_peacockfarrell,Bailey Peacock-Farrell,Northern Irish,GK,28,10,11,13,65,64,65,65,67,60,63,2.4,11,70,false
bradford,blackpool_connolly,Callum Connolly,English,CB,27,65,63,65,10,54,56,61,62,63,74,1.2,7,68,false
afc_wimbledon,afc_wimbledon_stevens2,Mathew Stevens,English,ST,24,65,64,44,10,74,64,50,65,23,80,1.2,7,72,false
blackpool,blackpool_coulson,Hayden Coulson,English,LB,24,63,62,65,10,76,38,55,65,60,61,1.2,7,72,false
cambridge,cam_eastwood,Jake Eastwood,English,GK,28,10,11,13,65,65,64,62,64,37,64,1,8,70,false
afc_wimbledon,afc_wimbledon_browne,Marcus Browne,English,ST,27,65,64,44,10,82,65,61,68,30,67,1.2,7,67,false
burton,crawley_addai,Corey Addai,Jamaican,GK,27,10,11,13,65,65,63,65,65,22,64,1.3,7,68,false
blackpool,blackpool_ennis,Niall Ennis,English,ST,24,65,63,51,10,82,63,54,67,40,69,1.2,7,72,false
bradford,bradford_baldwin,Aden Baldwin,English,CB,24,59,56,65,10,65,40,49,53,65,73,1.2,7,72,false
notts_county,cambridge_gibbons,James Gibbons,English,CB,27,64,61,65,10,75,50,57,61,63,73,1.2,7,67,false
burton,burton_sibbick,Toby Sibbick,Uganda,CB,26,60,58,65,10,73,31,53,59,64,71,1.1,7,67,false
peterborough,peterborough_connor,Thomas O'Connor,Irish,CB,24,65,63,65,10,66,57,62,60,63,72,1.2,7,72,false
